property_name,lease_start,lease_start_year,cumulative_lease_count
"Nelson LLC",2022-08-12,2022,2
"Nelson LLC",2023-01-12,2023,3
Nelson-Gonzalez,2020-01-20,2020,1
Nelson-Gonzalez,2021-12-27,2021,2
Nelson-Gonzalez,2022-07-20,2022,3
Nelson-Gonzalez,2022-09-12,2022,4
Nelson-Phillips,2019-11-04,2019,1
Nelson-Phillips,2022-01-22,2022,2
Nelson-Phillips,2023-12-13,2023,3
Nelson-Phillips,2024-05-27,2024,4
"Nguyen Ltd",2020-05-16,2020,1
"Nguyen Ltd",2020-12-08,2020,2
"Nguyen Ltd",2024-09-25,2024,3
"Nguyen, Lewis and Smith",2020-10-01,2020,1
"Nguyen, Lewis and Smith",2020-11-22,2020,2
"Nguyen, Lewis and Smith",2021-08-27,2021,3
"Nguyen, Lewis and Smith",2022-01-01,2022,4
"Nguyen, Lewis and Smith",2023-12-25,2023,5
"Nguyen, Lewis and Smith",2024-02-05,2024,6
Nicholson-Woodward,2020-11-04,2020,1
Nicholson-Woodward,2021-04-25,2021,2
Nicholson-Woodward,2021-07-27,2021,3
Nicholson-Woodward,2024-08-05,2024,4
Nielsen-Peterson,2020-08-09,2020,1
Nielsen-Peterson,2021-05-10,2021,2
Nielsen-Peterson,2023-08-04,2023,3
Nixon-Osborne,2020-08-15,2020,1
Nixon-Osborne,2022-08-08,2022,2
Nixon-Osborne,2022-11-13,2022,3
"Norman and Sons",2020-01-06,2020,1
"Norman and Sons",2021-03-22,2021,2
"Norman and Sons",2022-08-18,2022,3
"Norman and Sons",2022-11-08,2022,4
"Norton Group",2021-02-26,2021,1
"Norton Group",2021-07-27,2021,2
"Norton Group",2022-03-14,2022,3
"Norton Group",2022-05-15,2022,4
"Norton Group",2022-12-05,2022,5
Obrien-Wood,2019-12-13,2019,1
Obrien-Wood,2021-05-03,2021,2
Obrien-Wood,2021-12-10,2021,3
Obrien-Wood,2022-02-25,2022,4
Obrien-Wood,2023-05-14,2023,5
"Oliver Ltd",2021-02-07,2021,1
"Oliver Ltd",2023-05-17,2023,2
"Oliver Ltd",2024-09-29,2024,3
"Orozco Ltd",2020-03-03,2020,1
"Orozco Ltd",2020-10-10,2020,2
"Orozco Ltd",2022-08-14,2022,3
"Orozco Ltd",2024-02-07,2024,4
"Ortega Inc",2019-12-19,2019,1
"Ortega Inc",2020-07-25,2020,2
"Ortega Inc",2021-09-03,2021,3
"Ortega Inc",2022-05-31,2022,4
"Ortega Inc",2023-05-28,2023,5
"Ortega Inc",2023-08-27,2023,6
"Ortega Inc",2024-03-24,2024,7
"Ortiz, Marshall and Phillips",2020-07-06,2020,1
"Ortiz, Marshall and Phillips",2024-03-23,2024,2
Owen-Kim,2021-05-30,2021,1
Owen-Kim,2021-06-17,2021,2
Owen-Kim,2022-09-23,2022,3
"Palmer and Sons",2020-01-07,2020,1
"Palmer and Sons",2022-12-04,2022,2
"Palmer and Sons",2023-10-07,2023,3
"Parks, Garcia and Walker",2020-06-21,2020,1
"Parks, Garcia and Walker",2020-07-02,2020,2
"Parks, Garcia and Walker",2020-12-05,2020,3
"Parks, Garcia and Walker",2021-05-04,2021,4
"Parks, Garcia and Walker",2023-03-30,2023,5
"Parrish Inc",2020-05-28,2020,1
"Parrish Inc",2021-11-24,2021,2
"Parrish Inc",2023-03-12,2023,3
"Parrish Inc",2023-03-30,2023,4
Patel-Waters,2020-07-28,2020,1
Patel-Waters,2022-11-21,2022,2
Patel-Waters,2023-01-04,2023,3
"Patterson PLC",2020-03-10,2020,1
"Patterson PLC",2020-07-19,2020,2
"Patterson PLC",2020-09-19,2020,3
"Patterson PLC",2021-10-18,2021,4
"Patterson PLC",2022-08-20,2022,5
"Patterson PLC",2023-02-20,2023,6
"Patterson PLC",2023-04-17,2023,7
"Patterson PLC",2024-01-26,2024,8
Patton-Morrison,2020-01-13,2020,1
Patton-Morrison,2021-06-06,2021,2
Patton-Morrison,2021-10-15,2021,3
Patton-Morrison,2021-11-22,2021,4
Patton-Morrison,2022-03-04,2022,5
Patton-Morrison,2023-05-23,2023,6
Patton-Morrison,2023-11-18,2023,7
Patton-Morrison,2024-03-15,2024,8
Patton-Morrison,2024-04-23,2024,9
Patton-Morrison,2024-05-17,2024,10
"Perez Group",2020-02-25,2020,1
"Perez Group",2023-02-04,2023,2
"Perez Inc",2020-09-03,2020,1
"Perez Inc",2021-02-17,2021,2
"Perez Inc",2021-04-03,2021,3
"Perez Inc",2021-06-05,2021,4
"Perez Inc",2023-01-03,2023,5
"Perez Inc",2024-07-20,2024,6
"Perez, Fernandez and Wong",2020-01-12,2020,1
"Perez, Fernandez and Wong",2021-09-20,2021,2
"Perez, Fernandez and Wong",2021-12-29,2021,3
"Perez, Fernandez and Wong",2022-09-30,2022,4
"Perez, Fernandez and Wong",2023-01-16,2023,5
"Perez, Fernandez and Wong",2023-08-30,2023,6
"Perez, Jones and Patterson",2020-07-27,2020,1
"Perez, Jones and Patterson",2022-05-17,2022,2
"Perez, Jones and Patterson",2024-08-14,2024,3
"Perkins Group",2023-02-21,2023,1
"Perkins Group",2023-10-23,2023,2
"Perkins, Kramer and Gray",2020-02-04,2020,1
"Perkins, Kramer and Gray",2021-01-19,2021,2
"Perkins, Kramer and Gray",2021-05-04,2021,3
"Perkins, Kramer and Gray",2022-04-20,2022,4
"Peters Inc",2019-12-24,2019,1
"Peters Inc",2021-10-21,2021,2
"Peters Inc",2022-07-19,2022,3
Peters-Brown,2019-12-29,2019,1
Peters-Brown,2020-11-26,2020,2
Peters-Brown,2021-01-14,2021,3
Peters-Brown,2021-10-13,2021,4
Peters-Brown,2022-04-11,2022,5
Peters-Brown,2023-06-03,2023,6
Peterson-Webb,2020-02-28,2020,1
Peterson-Webb,2021-08-15,2021,2
Peterson-Webb,2024-07-22,2024,3
"Petty, Smith and Smith",2020-08-27,2020,1
"Petty, Smith and Smith",2020-12-30,2020,2
"Petty, Smith and Smith",2021-04-18,2021,3
"Petty, Smith and Smith",2023-11-23,2023,4
Phillips-Smith,2020-06-02,2020,1
Phillips-Smith,2023-11-28,2023,2
Phillips-Smith,2024-01-29,2024,3
"Pierce, Payne and Scott",2020-03-09,2020,1
"Pierce, Payne and Scott",2020-04-30,2020,2
"Pierce, Payne and Scott",2021-04-04,2021,3
"Pierce, Payne and Scott",2021-07-30,2021,4
"Pierce, Payne and Scott",2023-06-22,2023,5
"Pierce, Payne and Scott",2023-11-02,2023,6
"Pierce, Payne and Scott",2023-12-27,2023,7
"Porter LLC",2020-12-30,2020,1
"Porter LLC",2021-04-03,2021,2
"Porter LLC",2023-03-12,2023,3
"Porter LLC",2024-04-22,2024,4
Potter-Davis,2020-02-12,2020,1
Potter-Davis,2020-10-28,2020,2
Potter-Davis,2021-01-10,2021,3
Potter-Davis,2021-05-28,2021,4
Potter-Davis,2021-10-23,2021,5
Potter-Davis,2023-06-16,2023,6
Potter-Davis,2023-07-28,2023,7
Potter-Davis,2024-10-03,2024,8
"Price PLC",2021-09-27,2021,1
"Price PLC",2022-01-20,2022,2
"Price PLC",2022-02-12,2022,3
"Price PLC",2023-09-05,2023,4
"Price PLC",2024-06-26,2024,5
Price-Le,2020-02-22,2020,1
Price-Le,2020-12-09,2020,2
"Ramirez Inc",2020-11-29,2020,1
"Ramirez Inc",2021-09-08,2021,2
"Ramirez Inc",2024-01-15,2024,3
Ramirez-Edwards,2021-04-12,2021,1
Ramirez-Edwards,2022-05-31,2022,2
Ramirez-Edwards,2023-04-08,2023,3
Ramirez-Edwards,2023-09-16,2023,4
Ramirez-Edwards,2023-11-15,2023,5
Ramirez-Edwards,2024-10-25,2024,6
Ramirez-Rodriguez,2021-01-31,2021,1
Ramirez-Rodriguez,2023-06-10,2023,2
Ramirez-Rodriguez,2024-05-08,2024,3
"Ramirez, Lopez and Trevino",2021-02-08,2021,1
"Ramirez, Lopez and Trevino",2023-01-24,2023,2
"Ramirez, Ramirez and Jackson",2019-10-31,2019,1
"Ramirez, Ramirez and Jackson",2020-03-16,2020,2
"Ramirez, Ramirez and Jackson",2020-04-19,2020,3
"Ramirez, Ramirez and Jackson",2023-09-26,2023,4
"Ramirez, Ramirez and Jackson",2024-03-09,2024,5
"Ramos, Brown and Edwards",2021-02-21,2021,1
"Ramos, Brown and Edwards",2023-05-29,2023,2
"Ramos, Brown and Edwards",2023-08-18,2023,3
"Ramos, Brown and Edwards",2024-04-21,2024,4
"Ramsey, Anderson and Walsh",2021-06-14,2021,1
"Ramsey, Anderson and Walsh",2022-05-29,2022,2
"Ramsey, Anderson and Walsh",2022-08-17,2022,3
"Ramsey, Anderson and Walsh",2023-12-14,2023,4
"Ramsey, Anderson and Walsh",2024-08-06,2024,5
"Ramsey, Anderson and Walsh",2024-08-22,2024,6
"Rangel and Sons",2021-02-20,2021,1
"Rangel and Sons",2021-03-31,2021,2
"Rangel and Sons",2021-04-02,2021,3
"Rangel and Sons",2024-08-21,2024,4
"Ray, Washington and Cox",2020-09-25,2020,1
"Ray, Washington and Cox",2021-04-15,2021,2
"Ray, Washington and Cox",2022-10-08,2022,3
"Ray, Washington and Cox",2024-03-21,2024,4
"Reed Ltd",2021-05-12,2021,1
"Reed Ltd",2022-03-02,2022,2
"Reed Ltd",2022-08-16,2022,3
"Reed Ltd",2023-09-17,2023,4
"Reed Ltd",2024-01-02,2024,5
"Reed Ltd",2024-07-16,2024,6
Reeves-Blair,2020-08-16,2020,1
Reeves-Blair,2020-09-02,2020,2
Reeves-Blair,2021-05-06,2021,3
"Reid Group",2022-07-28,2022,1
"Reid Group",2023-10-16,2023,2
"Reid Group",2024-08-04,2024,3
"Reyes, Elliott and Brown",2020-07-26,2020,1
"Reyes, Elliott and Brown",2022-05-21,2022,2
"Richards, Rosario and Garcia",2021-04-16,2021,1
"Richards, Rosario and Garcia",2021-05-09,2021,2
"Richards, Rosario and Garcia",2023-03-30,2023,3
"Richmond Ltd",2020-03-22,2020,1
"Richmond Ltd",2021-03-27,2021,2
"Richmond Ltd",2021-06-12,2021,3
"Richmond Ltd",2023-08-11,2023,4
"Riddle LLC",2021-01-17,2021,1
"Riddle LLC",2021-04-30,2021,2
"Riddle LLC",2024-03-04,2024,3
Rios-Sexton,2020-12-11,2020,1
Rios-Sexton,2022-06-08,2022,2
Rios-Sexton,2022-06-17,2022,3
Rios-Sexton,2023-03-07,2023,4
Rios-Sexton,2023-05-09,2023,5
"Rivas LLC",2019-11-06,2019,1
"Rivas LLC",2020-02-23,2020,2
"Rivas LLC",2021-02-19,2021,3
"Rivas LLC",2022-12-30,2022,4
"Rivas LLC",2023-09-26,2023,5
"Rivas LLC",2024-09-03,2024,6
Roberts-Brooks,2019-12-29,2019,1
Roberts-Brooks,2020-09-05,2020,2
Roberts-Brooks,2020-09-08,2020,3
Roberts-Brooks,2021-07-19,2021,4
Roberts-Brooks,2021-10-18,2021,5
Roberts-Brooks,2022-05-02,2022,6
Roberts-Brooks,2022-07-26,2022,7
Roberts-Brooks,2024-01-21,2024,8
Roberts-Brooks,2024-02-14,2024,9
"Roberts, Brown and Wheeler",2019-12-15,2019,1
"Roberts, Brown and Wheeler",2020-10-14,2020,2
"Roberts, Brown and Wheeler",2022-08-12,2022,3
"Roberts, Brown and Wheeler",2023-11-25,2023,4
"Robertson Ltd",2019-11-05,2019,1
"Robertson Ltd",2021-03-04,2021,2
"Robertson Ltd",2022-11-16,2022,3
"Robertson Ltd",2023-03-31,2023,4
"Robertson Ltd",2024-02-24,2024,5
"Robertson Ltd",2024-05-19,2024,6
Robertson-Brown,2021-07-06,2021,1
Robertson-Brown,2022-07-17,2022,2
Robertson-Brown,2022-11-12,2022,3
Robertson-Brown,2023-12-24,2023,4
"Robinson Ltd",2021-03-04,2021,1
"Robinson Ltd",2023-03-13,2023,2
"Robinson Ltd",2024-01-21,2024,3
"Robinson Ltd",2024-04-05,2024,4
"Rodriguez Group",2020-02-26,2020,1
"Rodriguez Group",2021-04-19,2021,2
"Rodriguez Group",2023-07-15,2023,3
"Rodriguez Group",2024-10-12,2024,4
"Rodriguez Inc",2021-01-06,2021,1
"Rodriguez Inc",2021-08-13,2021,2
"Rodriguez Inc",2022-01-22,2022,3
"Rodriguez Inc",2022-04-19,2022,4
"Rodriguez Inc",2022-05-07,2022,5
"Rodriguez Inc",2023-08-19,2023,6
Rodriguez-Gonzales,2020-02-02,2020,1
Rodriguez-Gonzales,2021-08-07,2021,2
Rodriguez-Gonzales,2022-10-31,2022,3
Rodriguez-Gonzales,2024-08-27,2024,4
Rodriguez-Gonzales,2024-09-27,2024,5
Rodriguez-Gonzales,2024-10-20,2024,6
Rodriguez-Morrow,2021-02-05,2021,1
Rodriguez-Morrow,2021-11-30,2021,2
Rodriguez-Morrow,2022-10-01,2022,3
Rodriguez-Morrow,2024-03-14,2024,4
"Rodriguez, Gibson and Thomas",2020-01-17,2020,1
"Rodriguez, Gibson and Thomas",2020-02-27,2020,2
"Rodriguez, Gibson and Thomas",2020-10-27,2020,3
"Rodriguez, Gibson and Thomas",2021-04-28,2021,4
"Rodriguez, Gibson and Thomas",2022-11-02,2022,5
"Rodriguez, Gibson and Thomas",2023-10-01,2023,6
"Rodriguez, Gibson and Thomas",2023-11-15,2023,7
"Rodriguez, Gibson and Thomas",2024-03-07,2024,8
"Rogers and Sons",2019-11-11,2019,1
"Rogers and Sons",2020-11-10,2020,2
"Rogers and Sons",2020-12-08,2020,3
"Rogers and Sons",2021-01-01,2021,4
"Rogers and Sons",2021-01-30,2021,5
"Rogers and Sons",2021-08-27,2021,6
"Rogers and Sons",2022-03-03,2022,7
"Rogers and Sons",2022-03-15,2022,8
"Rogers and Sons",2023-03-13,2023,9
"Rogers and Sons",2023-05-06,2023,10
"Rogers and Sons",2023-06-21,2023,11
"Rogers and Sons",2023-10-01,2023,12
"Rogers and Sons",2024-09-13,2024,13
"Rogers and Sons",2024-10-10,2024,14
"Rogers, Peters and Brewer",2020-10-03,2020,1
"Rogers, Peters and Brewer",2021-01-01,2021,2
"Rogers, Peters and Brewer",2021-03-06,2021,3
"Rogers, Peters and Brewer",2021-08-10,2021,4
"Rogers, Peters and Brewer",2023-10-18,2023,5
"Rogers, Peters and Brewer",2024-07-20,2024,6
Roman-Foster,2020-12-04,2020,1
Roman-Foster,2021-03-03,2021,2
Roman-Foster,2023-03-10,2023,3
"Roman, Patterson and Barton",2020-07-26,2020,1
"Roman, Patterson and Barton",2020-12-24,2020,2
"Roman, Patterson and Barton",2023-04-08,2023,3
"Roman, Patterson and Barton",2023-08-07,2023,4
"Roman, Patterson and Barton",2024-01-06,2024,5
"Rosario, Holden and Ross",2021-07-22,2021,1
"Rosario, Holden and Ross",2023-01-27,2023,2
"Rosario, Holden and Ross",2023-07-11,2023,3
Ross-Foster,2020-10-15,2020,1
Ross-Foster,2022-08-01,2022,2
Ross-Foster,2024-03-31,2024,3
Ross-Foster,2024-10-18,2024,4
"Ross, Jenkins and Yates",2020-05-25,2020,1
"Ross, Jenkins and Yates",2021-03-14,2021,2
"Ross, Jenkins and Yates",2022-03-08,2022,3
"Ross, Jenkins and Yates",2022-10-28,2022,4
"Ross, Jenkins and Yates",2023-03-11,2023,5
"Ross, Jenkins and Yates",2023-12-08,2023,6
"Ross, Jenkins and Yates",2024-04-14,2024,7
"Ruiz Group",2021-07-30,2021,1
"Ruiz Group",2023-12-02,2023,2
"Ruiz, French and Hill",2020-06-23,2020,1
"Ruiz, French and Hill",2021-11-07,2021,2
"Ruiz, French and Hill",2021-11-14,2021,3
"Ruiz, French and Hill",2023-02-26,2023,4
"Ruiz, French and Hill",2023-11-08,2023,5
"Ruiz, French and Hill",2023-12-25,2023,6
"Ruiz, Powell and Jenkins",2020-02-19,2020,1
"Ruiz, Powell and Jenkins",2023-07-31,2023,2
"Ruiz, Powell and Jenkins",2024-01-26,2024,3
"Ruiz, Powell and Jenkins",2024-04-22,2024,4
"Ryan and Sons",2021-03-16,2021,1
"Ryan and Sons",2021-12-23,2021,2
"Ryan and Sons",2023-04-22,2023,3
"Ryan and Sons",2023-09-02,2023,4
"Ryan and Sons",2024-08-25,2024,5
Ryan-Adams,2020-03-06,2020,1
Ryan-Adams,2020-04-15,2020,2
Ryan-Adams,2021-12-08,2021,3
Ryan-Adams,2022-02-14,2022,4
"Ryan, Williams and Clay",2019-11-22,2019,1
"Ryan, Williams and Clay",2020-02-13,2020,2
"Ryan, Williams and Clay",2020-07-24,2020,3
"Ryan, Williams and Clay",2021-11-27,2021,4
"Ryan, Williams and Clay",2022-10-27,2022,5
"Ryan, Williams and Clay",2023-04-25,2023,6
"Ryan, Williams and Clay",2024-07-26,2024,7
"Salazar PLC",2021-02-04,2021,1
"Salazar PLC",2024-04-06,2024,2
"Salazar, Kennedy and Pierce",2020-02-13,2020,1
"Salazar, Kennedy and Pierce",2020-08-18,2020,2
"Salazar, Kennedy and Pierce",2021-09-30,2021,3
"Salazar, Kennedy and Pierce",2021-10-09,2021,4
"Salazar, Kennedy and Pierce",2022-09-27,2022,5
"Salazar, Kennedy and Pierce",2024-03-25,2024,6
"Salazar, Kennedy and Pierce",2024-04-25,2024,7
"Salinas, Campbell and Reed",2023-11-08,2023,1
"Salinas, Campbell and Reed",2024-01-22,2024,2
"Sanchez Inc",2020-03-27,2020,1
"Sanchez Inc",2020-08-27,2020,2
"Sanchez Inc",2021-02-10,2021,3
Sanchez-Alexander,2022-08-11,2022,1
Sanchez-Alexander,2023-03-11,2023,2
Sanchez-Alexander,2023-05-09,2023,3
Sanchez-Alexander,2023-12-01,2023,4
Sanchez-Gibson,2020-03-11,2020,1
Sanchez-Gibson,2021-01-18,2021,2
Sanchez-Gibson,2021-07-10,2021,3
Sanchez-Gibson,2021-10-08,2021,4
Sanchez-Gibson,2023-07-21,2023,5
Sanchez-Gibson,2023-12-18,2023,6
Sanchez-Hunter,2019-11-10,2019,1
Sanchez-Hunter,2020-05-11,2020,2
Sanchez-Hunter,2022-06-03,2022,3
Sanchez-Hunter,2022-12-22,2022,4
Sanchez-Hunter,2023-06-17,2023,5
Sanchez-Hunter,2024-09-27,2024,6
"Santiago Group",2020-07-31,2020,1
"Santiago Group",2023-04-15,2023,2
"Santiago Group",2023-11-25,2023,3
"Santiago Group",2024-05-04,2024,4
Saunders-Cooper,2020-05-18,2020,1
Saunders-Cooper,2021-05-29,2021,2
Saunders-Cooper,2021-10-18,2021,3
Saunders-Cooper,2021-12-15,2021,4
Saunders-Cooper,2022-06-27,2022,5
Saunders-Cooper,2024-05-02,2024,6
Saunders-Le,2021-04-30,2021,1
Saunders-Le,2022-07-04,2022,2
Saunders-Le,2023-08-19,2023,3
Saunders-Le,2024-05-04,2024,4
"Schmitt Ltd",2020-10-22,2020,1
"Schmitt Ltd",2022-09-23,2022,2
"Schmitt Ltd",2023-06-12,2023,3
Schneider-Wallace,2020-02-09,2020,1
Schneider-Wallace,2021-05-04,2021,2
Schneider-Wallace,2024-03-29,2024,3
Scott-Jensen,2020-08-30,2020,1
Scott-Jensen,2021-10-14,2021,2
Scott-Jensen,2023-02-23,2023,3
Scott-Jensen,2023-04-04,2023,4
Scott-Jensen,2023-06-05,2023,5
"Sharp, Payne and Solis",2020-01-31,2020,1
"Sharp, Payne and Solis",2020-02-10,2020,2
"Sharp, Payne and Solis",2023-08-26,2023,3
Shepherd-Lee,2020-11-17,2020,1
Shepherd-Lee,2021-05-23,2021,2
Shepherd-Lee,2022-01-31,2022,3
Shepherd-Lee,2024-08-31,2024,4
Sims-Arnold,2020-04-14,2020,1
Sims-Arnold,2020-04-22,2020,2
Sims-Arnold,2022-01-23,2022,3
Sims-Arnold,2022-04-02,2022,4
Sims-Arnold,2023-04-01,2023,5
Sims-Arnold,2024-02-19,2024,6
"Smith Group",2021-06-08,2021,1
"Smith Group",2022-06-11,2022,2
"Smith Group",2023-01-08,2023,3
"Smith Group",2023-12-22,2023,4
"Smith Inc",2020-02-20,2020,1
"Smith Inc",2020-08-08,2020,2
"Smith Inc",2020-08-15,2020,3
"Smith Inc",2022-12-25,2022,4
"Smith Inc",2023-06-28,2023,5
"Smith Inc",2024-05-09,2024,6
"Smith LLC",2020-02-04,2020,1
"Smith LLC",2020-07-12,2020,2
"Smith LLC",2022-02-15,2022,3
"Smith LLC",2022-08-20,2022,4
Smith-Allison,2020-09-13,2020,1
Smith-Allison,2021-01-05,2021,2
Smith-Allison,2021-02-25,2021,3
Smith-Allison,2021-10-24,2021,4
Smith-Allison,2023-02-26,2023,5
"Smith, Wise and Nelson",2020-01-04,2020,1
"Smith, Wise and Nelson",2020-06-05,2020,2
"Smith, Wise and Nelson",2022-12-14,2022,3
"Smith, Wise and Nelson",2023-01-29,2023,4
"Smith, Wise and Nelson",2023-05-20,2023,5
"Smith, Wise and Nelson",2023-12-07,2023,6
"Snyder, Johnson and Clark",2020-07-13,2020,1
"Snyder, Johnson and Clark",2020-12-20,2020,2
"Snyder, Johnson and Clark",2024-05-14,2024,3
"Snyder, Johnson and Clark",2024-08-05,2024,4
Solomon-Bailey,2022-06-11,2022,1
Solomon-Bailey,2024-01-12,2024,2
"Soto, Higgins and Lopez",2021-07-26,2021,1
"Soto, Higgins and Lopez",2022-04-05,2022,2
"Soto, Higgins and Lopez",2023-10-18,2023,3
"Soto, Higgins and Lopez",2024-03-25,2024,4
"Soto, Higgins and Lopez",2024-07-13,2024,5
Spears-Cooper,2021-11-25,2021,1
Spears-Cooper,2024-02-06,2024,2
Spears-Price,2021-03-21,2021,1
Spears-Price,2021-11-16,2021,2
Spears-Price,2022-03-27,2022,3
Spears-Price,2024-01-07,2024,4
"Spence Inc",2019-11-02,2019,1
"Spence Inc",2019-11-04,2019,2
"Spence Inc",2020-04-24,2020,3
"Spence Inc",2020-11-01,2020,4
"Spence Inc",2022-02-23,2022,5
"Spence Inc",2023-06-23,2023,6
"Spencer and Sons",2019-11-15,2019,1
"Spencer and Sons",2020-01-23,2020,2
"Spencer and Sons",2020-02-02,2020,3
"Spencer and Sons",2020-07-20,2020,4
"Spencer, Townsend and Woods",2021-09-08,2021,1
"Spencer, Townsend and Woods",2022-02-01,2022,2
"Spencer, Townsend and Woods",2022-08-23,2022,3
"Spencer, Townsend and Woods",2023-10-24,2023,4
"Spencer, Townsend and Woods",2024-07-26,2024,5
"Spencer, Zamora and Horton",2020-10-19,2020,1
"Spencer, Zamora and Horton",2021-05-20,2021,2
"Spencer, Zamora and Horton",2021-10-12,2021,3
"Spencer, Zamora and Horton",2022-11-01,2022,4
"Spencer, Zamora and Horton",2024-07-30,2024,6
"Spencer, Zamora and Horton",2024-07-30,2024,6
"Spencer, Zamora and Horton",2024-07-31,2024,7
"Stevens PLC",2020-10-01,2020,1
"Stevens PLC",2020-10-16,2020,2
"Stevens PLC",2022-06-10,2022,3
"Stevens PLC",2022-08-02,2022,4
"Stevens PLC",2023-03-18,2023,5
"Stevens PLC",2024-05-24,2024,6
Stevens-Smith,2019-12-04,2019,1
Stevens-Smith,2020-11-17,2020,2
Stevens-Smith,2021-02-04,2021,3
Stevens-Smith,2021-07-25,2021,4
Stevens-Smith,2024-01-27,2024,5
Stevens-Smith,2024-02-16,2024,6
Stevens-Smith,2024-06-22,2024,7
Stevens-Smith,2024-07-04,2024,8
Stevens-Smith,2024-08-16,2024,9
"Stewart and Sons",2020-08-23,2020,1
"Stewart and Sons",2021-01-07,2021,2
"Stewart Ltd",2020-09-10,2020,1
"Stewart Ltd",2021-02-24,2021,2
"Stewart Ltd",2021-06-07,2021,3
Stewart-Rojas,2020-02-01,2020,1
Stewart-Rojas,2020-05-24,2020,2
Stewart-Rojas,2021-05-11,2021,3
Stewart-Rojas,2023-11-18,2023,4
Stewart-Rojas,2024-03-09,2024,5
"Stewart, Howard and Bowers",2020-07-12,2020,1
"Stewart, Howard and Bowers",2020-11-18,2020,2
"Stewart, Howard and Bowers",2023-10-18,2023,3
"Strong, Hale and Key",2020-05-24,2020,1
"Strong, Hale and Key",2021-04-20,2021,2
"Strong, Hale and Key",2022-01-27,2022,3
"Strong, Hale and Key",2023-01-03,2023,4
"Strong, Hale and Key",2023-09-01,2023,5
"Stuart Group",2019-11-19,2019,1
"Stuart Group",2019-12-08,2019,2
"Stuart Group",2023-03-03,2023,3
"Stuart Group",2023-04-25,2023,4
"Stuart Group",2023-12-15,2023,5
"Stuart Group",2024-01-05,2024,6
"Stuart Group",2024-06-18,2024,7
"Swanson, Benson and Campbell",2020-01-19,2020,1
"Swanson, Benson and Campbell",2024-08-02,2024,2
"Swanson, Benson and Campbell",2024-08-10,2024,3
"Tapia, Harris and Mccann",2020-09-27,2020,1
"Tapia, Harris and Mccann",2020-12-14,2020,2
"Tapia, Harris and Mccann",2021-11-04,2021,3
"Tapia, Harris and Mccann",2023-02-03,2023,4
"Tate Inc",2019-11-13,2019,1
"Tate Inc",2019-12-22,2019,2
"Tate Inc",2020-08-14,2020,3
"Tate Inc",2020-10-03,2020,4
"Tate Inc",2021-02-19,2021,5
"Tate Inc",2022-01-10,2022,6
"Tate Inc",2022-08-24,2022,7
"Tate Inc",2023-09-11,2023,8
"Tate Inc",2023-09-21,2023,9
"Taylor Inc",2021-06-24,2021,1
"Taylor Inc",2022-01-24,2022,2
"Taylor Inc",2022-09-26,2022,3
"Thomas LLC",2020-05-12,2020,1
"Thomas LLC",2020-09-02,2020,2
"Thomas LLC",2020-09-29,2020,3
"Thomas LLC",2021-01-10,2021,4
"Thomas LLC",2021-10-24,2021,5
"Thomas LLC",2022-09-18,2022,6
"Thomas Ltd",2021-01-01,2021,1
"Thomas Ltd",2021-08-16,2021,2
"Thomas Ltd",2022-04-16,2022,3
"Thomas Ltd",2022-07-22,2022,4
"Thomas Ltd",2023-07-15,2023,5
"Thomas, Atkinson and Lopez",2020-07-02,2020,1
"Thomas, Atkinson and Lopez",2021-04-05,2021,2
"Thomas, Atkinson and Lopez",2021-11-02,2021,3
"Thomas, Atkinson and Lopez",2022-10-04,2022,4
"Thomas, Atkinson and Lopez",2023-12-29,2023,5
"Thomas, Atkinson and Lopez",2024-03-07,2024,6
"Thomas, Atkinson and Lopez",2024-04-19,2024,7
"Thomas, Atkinson and Lopez",2024-07-01,2024,8
"Thompson Group",2020-04-26,2020,1
"Thompson Group",2020-08-01,2020,2
"Thompson Group",2022-01-05,2022,3
"Thompson Group",2023-02-08,2023,4
"Thompson Group",2024-06-03,2024,5
"Thompson, Silva and Odom",2020-06-07,2020,1
"Thompson, Silva and Odom",2021-04-11,2021,2
"Thompson, Silva and Odom",2021-04-16,2021,3
"Townsend LLC",2021-07-05,2021,1
"Townsend LLC",2022-01-17,2022,2
"Townsend LLC",2022-07-01,2022,3
"Townsend LLC",2022-10-04,2022,4
"Townsend LLC",2023-12-16,2023,5
"Townsend LLC",2024-08-05,2024,6
Turner-Carter,2020-05-15,2020,1
Turner-Carter,2022-04-24,2022,2
Turner-Carter,2022-09-20,2022,3
Turner-Ortiz,2020-11-28,2020,1
"Underwood PLC",2020-05-02,2020,1
"Underwood PLC",2021-01-07,2021,2
"Underwood PLC",2021-02-09,2021,3
"Underwood PLC",2021-02-15,2021,4
"Underwood PLC",2022-03-03,2022,5
"Underwood PLC",2022-11-23,2022,6
"Underwood PLC",2023-05-31,2023,7
"Vasquez, Blackwell and Pierce",2019-12-15,2019,1
"Vasquez, Blackwell and Pierce",2023-08-15,2023,2
"Vasquez, Blackwell and Pierce",2023-11-30,2023,3
"Vasquez, Blackwell and Pierce",2024-06-22,2024,4
"Vasquez, Willis and Little",2020-08-15,2020,1
"Vasquez, Willis and Little",2020-11-29,2020,2
"Vasquez, Willis and Little",2022-06-03,2022,3
"Vasquez, Willis and Little",2022-06-06,2022,4
"Vasquez, Willis and Little",2024-03-04,2024,5
"Vasquez, Willis and Little",2024-03-16,2024,6
