log_id,property_id,maintenance_type,maintenance_date,cost
ML01159,P0454,Plumbing,2023-05-27,2498
ML01160,P0105,Cleaning,2023-03-15,214
ML01161,P0144,Cleaning,2024-06-18,3494
ML01162,P0240,Structural,2023-10-13,3418
ML01163,P0466,Electrical,2024-03-02,1364
ML01164,P0041,Structural,2023-12-27,2731
ML01165,P0405,Plumbing,2024-08-29,2944
ML01166,P0278,Plumbing,2023-10-11,353
ML01167,P0363,Structural,2024-06-03,1720
ML01168,P0449,Electrical,2023-11-07,1008
ML01169,P0366,Electrical,2024-04-05,3133
ML01170,P0416,Structural,2024-05-29,1342
ML01171,P0157,Plumbing,2023-07-03,4748
ML01172,P0459,Plumbing,2024-03-19,2648
ML01173,P0019,Plumbing,2023-04-14,4374
ML01174,P0478,Structural,2023-12-16,150
ML01175,P0391,Cleaning,2023-05-08,2667
ML01176,P0198,Plumbing,2024-09-04,1072
ML01177,P0223,Structural,2022-12-28,4563
ML01178,P0218,Structural,2024-06-04,2981
ML01179,P0439,Structural,2023-09-03,1203
ML01180,P0345,Electrical,2023-04-29,266
ML01181,P0402,Cleaning,2024-09-17,4269
ML01182,P0148,Cleaning,2023-09-01,1498
ML01183,P0189,Cleaning,2023-08-12,524
ML01184,P0451,Cleaning,2023-03-11,4682
ML01185,P0300,Cleaning,2024-08-26,2965
ML01186,P0447,Electrical,2023-10-18,4289
ML01187,P0076,Cleaning,2024-02-07,3750
ML01188,P0403,Plumbing,2024-10-08,1861
ML01189,P0097,Structural,2023-05-27,2738
ML01190,P0060,Cleaning,2024-04-29,1457
ML01191,P0407,Electrical,2023-09-19,3320
ML01192,P0057,Structural,2024-01-28,3865
ML01193,P0408,Plumbing,2023-01-30,3816
ML01194,P0395,Electrical,2023-01-04,655
ML01195,P0469,Cleaning,2023-12-26,4982
ML01196,P0253,Structural,2024-01-08,1599
ML01197,P0309,Plumbing,2023-01-13,4905
ML01198,P0465,Electrical,2024-03-29,1197
ML01199,P0149,Electrical,2023-04-02,4541
ML01200,P0056,Plumbing,2023-09-14,2422
ML01201,P0040,Cleaning,2023-03-03,2834
ML01202,P0252,Electrical,2024-07-19,4980
ML01203,P0183,Electrical,2022-11-13,2595
ML01204,P0194,Structural,2024-07-23,1428
ML01205,P0322,Electrical,2024-04-18,1470
ML01206,P0090,Electrical,2023-07-19,2165
ML01207,P0176,Plumbing,2024-09-22,3076
ML01208,P0383,Cleaning,2022-11-23,1511
ML01209,P0262,Structural,2024-05-23,2580
ML01210,P0050,Electrical,2024-08-03,1909
ML01211,P0415,Cleaning,2023-08-04,451
ML01212,P0410,Electrical,2024-06-01,2691
ML01213,P0279,Plumbing,2024-08-24,4274
ML01214,P0398,Electrical,2024-02-21,4419
ML01215,P0391,Structural,2023-04-14,4540
ML01216,P0247,Electrical,2023-11-03,4719
ML01217,P0228,Electrical,2024-06-22,1005
ML01218,P0046,Plumbing,2022-12-29,3169
ML01219,P0466,Electrical,2023-09-18,3553
ML01220,P0441,Plumbing,2023-03-22,4649
ML01221,P0035,Structural,2023-06-29,1364
ML01222,P0432,Electrical,2023-05-26,368
ML01223,P0122,Structural,2023-07-08,4598
ML01224,P0003,Plumbing,2024-07-24,3369
ML01225,P0298,Plumbing,2023-02-23,4984
ML01226,P0399,Plumbing,2024-07-22,3969
ML01227,P0375,Structural,2024-03-17,3775
ML01228,P0296,Structural,2023-01-03,1415
ML01229,P0256,Structural,2023-10-08,490
ML01230,P0225,Cleaning,2023-09-24,854
ML01231,P0350,Electrical,2023-11-26,3322
ML01232,P0422,Structural,2023-02-12,4364
ML01233,P0455,Plumbing,2023-09-05,1797
ML01234,P0213,Structural,2024-05-31,765
ML01235,P0414,Electrical,2024-02-13,3009
ML01236,P0375,Electrical,2023-01-07,2614
ML01237,P0357,Plumbing,2024-05-09,4839
ML01238,P0197,Cleaning,2023-03-25,4659
ML01239,P0364,Cleaning,2022-11-05,140
ML01240,P0366,Structural,2023-05-02,2886
ML01241,P0483,Structural,2022-12-21,189
ML01242,P0493,Cleaning,2023-03-29,2495
ML01243,P0273,Structural,2023-11-02,1878
ML01244,P0116,Plumbing,2023-10-13,1521
ML01245,P0067,Cleaning,2023-07-10,1853
ML01246,P0275,Electrical,2024-07-31,2537
ML01247,P0336,Structural,2023-07-05,2755
ML01248,P0088,Electrical,2023-10-18,155
ML01249,P0401,Cleaning,2023-02-07,4850
ML01250,P0257,Structural,2023-06-20,187
ML01251,P0206,Electrical,2024-01-20,2686
ML01252,P0203,Plumbing,2024-04-25,4619
ML01253,P0034,Cleaning,2023-05-11,4432
ML01254,P0467,Electrical,2024-04-29,2358
ML01255,P0301,Structural,2024-08-14,2503
ML01256,P0190,Cleaning,2022-12-12,1103
ML01257,P0096,Plumbing,2024-05-14,4408
ML01258,P0363,Plumbing,2024-07-06,2061
ML01259,P0151,Cleaning,2023-12-26,4992
ML01260,P0158,Cleaning,2023-01-08,1378
ML01261,P0473,Plumbing,2024-04-11,4335
ML01262,P0437,Structural,2022-12-25,3174
ML01263,P0049,Structural,2023-11-12,3022
ML01264,P0233,Structural,2024-04-05,3948
ML01265,P0384,Plumbing,2024-10-04,3116
ML01266,P0121,Electrical,2024-07-20,1973
ML01267,P0459,Plumbing,2023-10-25,4587
ML01268,P0003,Cleaning,2024-04-26,116
ML01269,P0303,Structural,2024-02-16,3233
ML01270,P0218,Cleaning,2022-11-01,1152
ML01271,P0089,Cleaning,2023-01-06,4165
ML01272,P0368,Structural,2024-01-09,4924
ML01273,P0455,Cleaning,2024-07-12,3899
ML01274,P0081,Cleaning,2023-05-10,2337
ML01275,P0292,Cleaning,2023-03-05,4554
ML01276,P0423,Electrical,2024-06-19,3403
ML01277,P0476,Cleaning,2022-11-11,2055
ML01278,P0349,Structural,2023-09-01,457
ML01279,P0150,Structural,2022-12-13,901
ML01280,P0062,Structural,2024-03-05,1647
ML01281,P0024,Plumbing,2023-03-04,1026
ML01282,P0040,Cleaning,2023-04-27,2641
ML01283,P0055,Cleaning,2024-05-25,2806
ML01284,P0312,Structural,2023-10-11,1445
ML01285,P0025,Cleaning,2024-09-25,4410
ML01286,P0052,Plumbing,2024-01-08,185
ML01287,P0275,Electrical,2024-06-02,1022
ML01288,P0194,Plumbing,2023-08-27,4822
ML01289,P0141,Cleaning,2023-02-19,1644
ML01290,P0285,Electrical,2023-06-06,4004
ML01291,P0463,Cleaning,2023-11-12,3307
ML01292,P0274,Electrical,2024-02-23,3675
ML01293,P0387,Cleaning,2024-09-12,4601
ML01294,P0257,Plumbing,2023-08-05,1113
ML01295,P0195,Plumbing,2023-02-03,4938
ML01296,P0238,Cleaning,2023-09-02,3809
ML01297,P0352,Electrical,2024-01-15,1933
ML01298,P0234,Structural,2024-03-30,945
ML01299,P0292,Structural,2022-10-26,1074
ML01300,P0385,Structural,2023-05-08,4933
ML01301,P0117,Plumbing,2024-01-02,4102
ML01302,P0452,Structural,2024-05-07,4898
ML01303,P0069,Structural,2022-12-09,3936
ML01304,P0366,Cleaning,2023-05-24,4945
ML01305,P0055,Plumbing,2024-05-08,2578
ML01306,P0371,Cleaning,2023-06-02,4424
ML01307,P0333,Cleaning,2024-04-01,2234
ML01308,P0039,Structural,2023-03-25,249
ML01309,P0005,Structural,2022-12-06,4185
ML01310,P0408,Plumbing,2024-02-16,2986
ML01311,P0461,Plumbing,2023-09-24,3450
ML01312,P0334,Structural,2024-01-27,3188
ML01313,P0442,Cleaning,2024-03-29,2574
ML01314,P0481,Electrical,2023-08-15,331
ML01315,P0189,Structural,2024-09-14,4188
ML01316,P0045,Electrical,2022-11-12,4024
ML01317,P0434,Plumbing,2023-04-24,2246
ML01318,P0326,Electrical,2022-12-09,850
ML01319,P0395,Cleaning,2024-07-27,3123
ML01320,P0275,Electrical,2023-04-05,3219
ML01321,P0006,Electrical,2023-05-10,2060
ML01322,P0203,Plumbing,2023-09-24,4298
ML01323,P0488,Cleaning,2022-11-01,1162
ML01324,P0302,Cleaning,2023-10-03,3265
ML01325,P0075,Structural,2024-09-09,305
ML01326,P0088,Plumbing,2024-09-06,1755
ML01327,P0350,Structural,2023-09-04,598
ML01328,P0083,Structural,2024-06-23,4733
ML01329,P0225,Structural,2024-04-14,1636
ML01330,P0326,Electrical,2024-06-05,4641
ML01331,P0007,Structural,2024-01-20,3481
ML01332,P0244,Electrical,2023-08-01,2495
ML01333,P0339,Electrical,2023-11-18,439
ML01334,P0313,Cleaning,2022-11-10,728
ML01335,P0299,Structural,2024-04-02,1848
ML01336,P0318,Electrical,2023-05-26,129
ML01337,P0253,Plumbing,2022-12-28,4967
ML01338,P0373,Cleaning,2023-08-11,4393
ML01339,P0220,Plumbing,2023-09-08,2021
ML01340,P0499,Electrical,2023-03-18,3883
ML01341,P0075,Cleaning,2024-04-24,2374
ML01342,P0016,Structural,2024-07-24,4165
ML01343,P0345,Electrical,2024-02-09,2292
ML01344,P0099,Plumbing,2023-04-23,706
ML01345,P0024,Structural,2024-10-14,3873
ML01346,P0232,Structural,2023-11-14,2517
ML01347,P0458,Electrical,2024-08-08,2982
ML01348,P0055,Plumbing,2023-01-20,2768
ML01349,P0282,Electrical,2023-06-17,4451
ML01350,P0420,Cleaning,2023-10-18,3151
ML01351,P0145,Electrical,2024-07-06,1989
ML01352,P0205,Electrical,2022-11-22,897
ML01353,P0013,Plumbing,2022-11-17,3558
ML01354,P0200,Cleaning,2024-04-22,4200
ML01355,P0355,Plumbing,2024-09-27,144
ML01356,P0059,Cleaning,2023-04-26,2557
ML01357,P0142,Electrical,2023-11-28,2530
ML01358,P0230,Cleaning,2023-11-06,3706
ML01359,P0137,Cleaning,2023-03-17,1379
ML01360,P0121,Plumbing,2023-10-21,3819
ML01361,P0149,Cleaning,2023-03-31,4537
ML01362,P0440,Plumbing,2023-06-13,3229
ML01363,P0448,Plumbing,2023-08-13,4050
ML01364,P0234,Cleaning,2022-11-18,319
ML01365,P0112,Cleaning,2024-08-13,1892
ML01366,P0337,Plumbing,2024-03-22,1733
ML01367,P0472,Cleaning,2022-12-16,3191
ML01368,P0492,Structural,2023-04-05,1958
ML01369,P0292,Plumbing,2023-07-20,4840
ML01370,P0194,Structural,2023-10-11,932
ML01371,P0250,Plumbing,2024-07-23,2252
ML01372,P0270,Electrical,2023-08-10,1037
ML01373,P0163,Cleaning,2023-10-16,200
ML01374,P0428,Structural,2024-02-24,4696
ML01375,P0485,Electrical,2023-10-19,2838
ML01376,P0030,Structural,2023-10-03,986
ML01377,P0231,Plumbing,2023-12-02,2550
ML01378,P0222,Cleaning,2024-02-21,3182
ML01379,P0350,Plumbing,2022-12-28,1035
ML01380,P0074,Plumbing,2023-03-29,948
ML01381,P0291,Structural,2022-12-04,4325
ML01382,P0368,Electrical,2024-03-06,947
ML01383,P0438,Cleaning,2023-10-30,1491
ML01384,P0355,Structural,2022-12-23,2294
ML01385,P0352,Cleaning,2024-01-24,885
ML01386,P0214,Electrical,2024-10-09,4801
ML01387,P0472,Cleaning,2023-02-09,2910
ML01388,P0318,Structural,2023-02-12,1877
ML01389,P0186,Electrical,2023-08-08,2649
ML01390,P0308,Electrical,2024-07-21,4088
ML01391,P0078,Structural,2024-05-29,1352
ML01392,P0234,Electrical,2023-05-21,566
ML01393,P0155,Cleaning,2024-06-30,3686
ML01394,P0477,Plumbing,2023-05-12,1742
ML01395,P0117,Cleaning,2023-10-13,907
ML01396,P0416,Cleaning,2023-08-13,3120
ML01397,P0091,Structural,2024-07-27,934
ML01398,P0434,Cleaning,2023-01-09,2072
ML01399,P0124,Cleaning,2023-03-27,3796
ML01400,P0449,Structural,2022-12-15,3399
ML01401,P0057,Structural,2024-08-30,361
ML01402,P0209,Structural,2023-03-24,1919
ML01403,P0496,Electrical,2023-03-19,4772
ML01404,P0421,Structural,2024-09-22,2880
ML01405,P0401,Electrical,2023-03-11,724
ML01406,P0179,Plumbing,2023-01-31,2007
ML01407,P0121,Cleaning,2022-10-28,1778
ML01408,P0173,Plumbing,2023-05-03,3395
ML01409,P0438,Plumbing,2024-06-01,1368
ML01410,P0477,Cleaning,2022-12-21,2836
ML01411,P0266,Cleaning,2024-01-02,2862
ML01412,P0395,Electrical,2024-08-16,3646
ML01413,P0039,Electrical,2023-05-23,2430
ML01414,P0273,Structural,2022-12-16,2048
ML01415,P0412,Cleaning,2022-11-07,1795
ML01416,P0385,Plumbing,2023-12-10,509
ML01417,P0154,Structural,2024-02-22,705
ML01418,P0235,Plumbing,2024-08-24,293
ML01419,P0454,Structural,2024-04-20,1835
ML01420,P0475,Plumbing,2024-10-23,1493
ML01421,P0037,Electrical,2024-09-03,1560
ML01422,P0487,Plumbing,2023-06-21,4351
ML01423,P0178,Electrical,2024-05-27,4460
ML01424,P0421,Electrical,2024-06-19,3851
ML01425,P0189,Plumbing,2024-08-14,1200
ML01426,P0136,Structural,2024-02-16,4342
ML01427,P0397,Cleaning,2024-04-26,3520
ML01428,P0156,Plumbing,2023-09-22,2540
ML01429,P0372,Cleaning,2023-09-30,1423
ML01430,P0181,Cleaning,2023-04-16,829
ML01431,P0214,Cleaning,2023-07-06,1070
ML01432,P0300,Cleaning,2023-06-01,255
ML01433,P0350,Electrical,2024-06-16,4057
ML01434,P0480,Cleaning,2023-05-06,2472
ML01435,P0207,Electrical,2024-10-02,2224
ML01436,P0267,Structural,2024-06-30,2660
ML01437,P0251,Plumbing,2023-06-01,4041
ML01438,P0072,Cleaning,2024-02-27,2357
ML01439,P0369,Plumbing,2023-02-03,3402
ML01440,P0244,Structural,2024-02-14,1647
ML01441,P0172,Structural,2023-05-31,3965
ML01442,P0416,Cleaning,2022-11-19,4863
ML01443,P0360,Cleaning,2023-04-12,4101
ML01444,P0416,Cleaning,2024-02-08,1565
ML01445,P0451,Cleaning,2023-05-25,2624
ML01446,P0203,Electrical,2024-04-07,4633
ML01447,P0172,Structural,2024-10-15,2429
ML01448,P0365,Structural,2023-03-22,589
ML01449,P0124,Electrical,2023-09-08,479
ML01450,P0390,Plumbing,2024-05-09,1610
ML01451,P0043,Cleaning,2024-02-11,3451
ML01452,P0321,Plumbing,2024-06-30,1533
ML01453,P0188,Cleaning,2023-07-24,4170
ML01454,P0256,Cleaning,2024-03-22,2282
ML01455,P0003,Plumbing,2023-03-31,2842
ML01456,P0385,Structural,2024-01-25,3173
ML01457,P0449,Plumbing,2022-11-17,2238
ML01458,P0263,Cleaning,2023-01-26,2156
ML01459,P0155,Structural,2023-11-19,4180
ML01460,P0280,Cleaning,2024-04-03,1131
ML01461,P0376,Electrical,2024-06-01,3201
ML01462,P0167,Plumbing,2023-07-31,3633
ML01463,P0015,Electrical,2023-12-01,2017
ML01464,P0381,Electrical,2023-09-20,879
ML01465,P0456,Plumbing,2024-08-25,1567
ML01466,P0314,Plumbing,2023-05-07,698
ML01467,P0062,Cleaning,2023-07-06,1579
ML01468,P0476,Plumbing,2023-02-15,4663
ML01469,P0275,Structural,2023-08-08,721
ML01470,P0001,Plumbing,2023-01-30,2624
ML01471,P0015,Plumbing,2023-07-03,1524
ML01472,P0170,Electrical,2023-01-23,2808
ML01473,P0353,Cleaning,2023-11-20,1734
ML01474,P0073,Structural,2023-08-24,2154
ML01475,P0116,Cleaning,2024-10-15,4945
ML01476,P0500,Electrical,2024-07-05,2704
ML01477,P0217,Plumbing,2023-04-21,4237
ML01478,P0322,Electrical,2024-03-28,2390
ML01479,P0433,Plumbing,2023-10-02,118
ML01480,P0285,Cleaning,2024-05-17,3532
ML01481,P0172,Electrical,2023-01-28,2534
ML01482,P0239,Structural,2023-12-13,3727
ML01483,P0471,Cleaning,2024-04-29,1141
ML01484,P0270,Structural,2023-07-11,3472
ML01485,P0364,Cleaning,2023-11-08,1226
ML01486,P0377,Structural,2024-01-15,2948
ML01487,P0455,Cleaning,2022-12-23,3616
ML01488,P0050,Plumbing,2022-12-28,4919
ML01489,P0318,Cleaning,2023-02-19,4877
ML01490,P0183,Structural,2023-06-16,354
ML01491,P0358,Plumbing,2024-03-14,4147
ML01492,P0467,Electrical,2024-03-04,3917
ML01493,P0018,Structural,2024-08-14,131
ML01494,P0213,Electrical,2024-09-09,4727
ML01495,P0067,Structural,2023-07-08,1524
ML01496,P0099,Cleaning,2023-05-28,1665
ML01497,P0221,Plumbing,2024-05-04,3491
ML01498,P0298,Cleaning,2024-03-15,3810
ML01499,P0342,Electrical,2024-03-31,3859
ML01500,P0190,Electrical,2024-01-31,3736
ML01501,P0350,Plumbing,2023-10-15,691
ML01502,P0178,Cleaning,2022-12-26,787
ML01503,P0050,Cleaning,2024-08-06,3187
ML01504,P0150,Structural,2023-05-05,2387
ML01505,P0191,Electrical,2023-06-09,3632
ML01506,P0440,Plumbing,2022-12-02,2662
ML01507,P0497,Electrical,2023-02-22,2072
ML01508,P0210,Electrical,2023-11-06,381
ML01509,P0348,Cleaning,2023-09-07,1240
ML01510,P0195,Electrical,2023-12-09,1218
ML01511,P0316,Plumbing,2023-01-22,3279
ML01512,P0035,Plumbing,2024-04-18,2450
ML01513,P0350,Structural,2024-08-26,1709
ML01514,P0006,Plumbing,2023-11-18,3583
ML01515,P0251,Plumbing,2023-06-24,3929
ML01516,P0190,Plumbing,2023-09-22,2221
ML01517,P0386,Plumbing,2023-12-26,1597
ML01518,P0164,Plumbing,2024-05-05,3117
ML01519,P0138,Electrical,2024-08-16,1226
ML01520,P0311,Structural,2023-04-24,1909
ML01521,P0393,Electrical,2023-11-07,2966
ML01522,P0380,Electrical,2024-05-25,2571
ML01523,P0086,Structural,2023-06-04,3057
ML01524,P0278,Electrical,2023-08-29,1393
ML01525,P0128,Structural,2023-08-30,621
ML01526,P0287,Structural,2022-12-06,2399
ML01527,P0345,Cleaning,2023-05-29,362
ML01528,P0475,Cleaning,2022-11-06,1704
ML01529,P0115,Structural,2024-02-05,1075
ML01530,P0297,Plumbing,2023-06-26,2701
ML01531,P0441,Structural,2024-05-19,549
ML01532,P0206,Cleaning,2024-09-13,3063
ML01533,P0033,Plumbing,2024-07-31,2950
ML01534,P0040,Plumbing,2023-08-21,2749
ML01535,P0120,Plumbing,2024-06-10,4027
ML01536,P0110,Electrical,2024-03-25,1676
ML01537,P0004,Structural,2023-11-12,2820
ML01538,P0170,Plumbing,2022-12-22,4683
ML01539,P0073,Cleaning,2023-07-31,282
ML01540,P0034,Plumbing,2023-10-28,4913
ML01541,P0281,Structural,2024-07-02,1671
ML01542,P0454,Structural,2023-09-19,937
ML01543,P0122,Cleaning,2023-07-03,3116
ML01544,P0365,Plumbing,2024-10-17,1430
ML01545,P0367,Cleaning,2024-03-21,4400
ML01546,P0002,Plumbing,2024-02-07,3954
ML01547,P0244,Plumbing,2024-04-03,1750
ML01548,P0052,Plumbing,2024-06-07,1876
ML01549,P0143,Structural,2023-10-16,598
ML01550,P0457,Electrical,2024-07-10,143
ML01551,P0301,Electrical,2023-08-10,4594
ML01552,P0191,Electrical,2023-12-29,865
ML01553,P0158,Plumbing,2024-03-13,2858
ML01554,P0008,Plumbing,2024-09-21,146
ML01555,P0359,Cleaning,2024-07-19,3578
ML01556,P0285,Plumbing,2024-08-10,735
ML01557,P0204,Structural,2024-01-13,2389
ML01558,P0375,Electrical,2023-06-24,2006
ML01559,P0493,Plumbing,2023-05-10,3672
ML01560,P0024,Electrical,2022-12-18,1157
ML01561,P0032,Cleaning,2024-06-29,2671
ML01562,P0180,Cleaning,2024-04-10,4713
ML01563,P0235,Plumbing,2023-02-18,745
ML01564,P0150,Cleaning,2023-04-12,2453
ML01565,P0160,Electrical,2024-01-17,4962
ML01566,P0472,Electrical,2023-05-30,1140
ML01567,P0102,Cleaning,2022-11-18,3378
ML01568,P0023,Plumbing,2024-05-29,4955
ML01569,P0005,Structural,2023-07-20,1223
ML01570,P0008,Structural,2024-07-24,4949
ML01571,P0471,Plumbing,2023-10-10,1603
ML01572,P0340,Cleaning,2023-04-22,3906
ML01573,P0493,Plumbing,2023-09-27,1198
ML01574,P0275,Electrical,2024-05-11,1166
ML01575,P0249,Electrical,2024-08-23,3329
ML01576,P0308,Plumbing,2024-09-10,4071
ML01577,P0291,Cleaning,2023-05-24,3591
ML01578,P0084,Electrical,2024-01-19,3940
ML01579,P0175,Electrical,2023-03-22,2117
ML01580,P0281,Plumbing,2024-02-23,1744
ML01581,P0390,Plumbing,2024-01-23,602
ML01582,P0481,Electrical,2023-01-19,4559
ML01583,P0261,Cleaning,2023-01-13,4930
ML01584,P0054,Cleaning,2024-03-23,3021
ML01585,P0440,Electrical,2024-08-20,3890
ML01586,P0397,Structural,2022-12-13,3779
ML01587,P0160,Electrical,2023-05-05,3401
ML01588,P0380,Cleaning,2024-03-17,1843
ML01589,P0277,Cleaning,2024-02-05,1716
ML01590,P0303,Cleaning,2024-05-01,4802
ML01591,P0492,Cleaning,2023-07-04,1994
ML01592,P0208,Cleaning,2023-09-28,2628
ML01593,P0190,Cleaning,2024-05-17,3473
ML01594,P0304,Plumbing,2024-08-17,3704
ML01595,P0344,Structural,2023-06-04,2000
ML01596,P0496,Electrical,2023-09-20,4060
ML01597,P0321,Plumbing,2024-09-30,3900
ML01598,P0163,Structural,2024-08-05,3863
ML01599,P0461,Plumbing,2024-01-31,1686
ML01600,P0198,Electrical,2024-03-01,4498
ML01601,P0158,Structural,2024-03-13,2438
ML01602,P0174,Electrical,2023-12-03,291
ML01603,P0254,Structural,2024-06-10,1373
ML01604,P0438,Cleaning,2024-04-29,4104
ML01605,P0451,Plumbing,2023-01-28,4057
ML01606,P0210,Structural,2023-05-29,3870
ML01607,P0168,Electrical,2023-08-26,2211
ML01608,P0375,Structural,2023-04-15,2949
ML01609,P0283,Plumbing,2024-10-12,549
ML01610,P0385,Plumbing,2023-07-19,2701
ML01611,P0494,Cleaning,2023-08-23,2466
ML01612,P0062,Electrical,2023-03-06,3730
ML01613,P0038,Structural,2023-03-18,4213
ML01614,P0213,Plumbing,2023-01-24,508
ML01615,P0120,Cleaning,2023-04-10,4961
ML01616,P0054,Plumbing,2023-05-10,2600
ML01617,P0284,Structural,2022-12-09,3036
ML01618,P0257,Cleaning,2023-05-10,4971
ML01619,P0260,Structural,2022-12-18,1843
ML01620,P0134,Electrical,2023-04-11,868
ML01621,P0091,Structural,2023-03-07,3099
ML01622,P0354,Structural,2023-01-16,1627
ML01623,P0067,Plumbing,2023-03-05,2128
ML01624,P0132,Cleaning,2023-06-01,1428
ML01625,P0407,Structural,2023-04-04,506
ML01626,P0373,Cleaning,2024-04-21,2827
ML01627,P0274,Plumbing,2024-05-14,4761
ML01628,P0290,Electrical,2022-12-31,2022
ML01629,P0223,Electrical,2023-09-29,507
ML01630,P0319,Structural,2022-12-19,2206
ML01631,P0495,Cleaning,2023-03-05,1941
ML01632,P0417,Structural,2024-01-17,502
ML01633,P0488,Structural,2024-07-25,2292
ML01634,P0041,Structural,2024-07-23,1750
ML01635,P0249,Structural,2024-01-21,2010
ML01636,P0081,Plumbing,2024-08-16,3250
ML01637,P0140,Structural,2024-05-06,1118
ML01638,P0113,Plumbing,2024-04-16,3339
ML01639,P0303,Cleaning,2024-04-14,4963
ML01640,P0253,Plumbing,2023-01-30,791
ML01641,P0421,Electrical,2022-12-28,3058
ML01642,P0253,Structural,2023-09-24,2940
ML01643,P0225,Electrical,2023-08-03,2485
ML01644,P0325,Electrical,2023-12-15,1527
ML01645,P0450,Structural,2024-07-12,4301
ML01646,P0103,Electrical,2023-05-20,4049
ML01647,P0207,Cleaning,2023-03-17,3791
ML01648,P0067,Cleaning,2023-06-23,4414
ML01649,P0440,Structural,2022-11-25,3180
ML01650,P0001,Electrical,2024-03-17,3827
ML01651,P0374,Structural,2023-06-04,3526
ML01652,P0266,Structural,2024-04-06,2387
ML01653,P0321,Electrical,2022-11-13,1631
ML01654,P0480,Electrical,2024-01-04,876
ML01655,P0373,Electrical,2023-10-23,4938
ML01656,P0134,Cleaning,2023-11-14,2599
ML01657,P0063,Plumbing,2022-10-30,4930
ML01658,P0391,Plumbing,2024-01-27,462
ML01659,P0309,Cleaning,2023-06-21,3295
ML01660,P0061,Cleaning,2022-12-19,3628
ML01661,P0462,Cleaning,2023-11-10,2590
ML01662,P0197,Structural,2024-05-02,530
ML01663,P0440,Plumbing,2023-11-06,571
ML01664,P0246,Structural,2023-11-11,3825
ML01665,P0099,Cleaning,2022-12-01,4301
ML01666,P0347,Structural,2023-06-10,992
ML01667,P0276,Cleaning,2024-08-14,3303
ML01668,P0491,Structural,2023-10-04,1163
ML01669,P0271,Structural,2023-09-22,4658
ML01670,P0455,Structural,2024-10-22,3138
ML01671,P0004,Structural,2023-01-11,2228
ML01672,P0391,Cleaning,2024-04-18,4461
ML01673,P0302,Cleaning,2024-01-07,3231
ML01674,P0335,Plumbing,2024-04-08,4062
ML01675,P0321,Cleaning,2024-03-12,696
ML01676,P0241,Electrical,2023-01-09,3385
ML01677,P0276,Plumbing,2024-03-16,948
ML01678,P0354,Plumbing,2024-04-11,330
ML01679,P0089,Electrical,2024-07-21,813
ML01680,P0391,Cleaning,2023-02-13,463
ML01681,P0032,Cleaning,2023-03-21,4718
ML01682,P0393,Electrical,2022-12-07,4953
ML01683,P0417,Electrical,2024-01-17,3696
ML01684,P0355,Electrical,2023-01-02,3608
ML01685,P0402,Cleaning,2024-04-16,1941
ML01686,P0048,Plumbing,2022-12-14,2622
ML01687,P0434,Plumbing,2024-07-08,4905
ML01688,P0237,Electrical,2023-09-23,3716
ML01689,P0428,Electrical,2022-12-21,4124
ML01690,P0166,Electrical,2023-09-29,1362
ML01691,P0303,Cleaning,2024-07-17,4605
ML01692,P0346,Electrical,2024-04-13,3580
ML01693,P0227,Structural,2023-09-29,3350
ML01694,P0270,Electrical,2024-02-27,1870
ML01695,P0081,Plumbing,2022-10-26,848
ML01696,P0396,Plumbing,2023-11-03,697
ML01697,P0269,Cleaning,2024-07-08,3676
ML01698,P0424,Structural,2023-11-13,4107
ML01699,P0265,Structural,2023-02-11,4709
ML01700,P0052,Plumbing,2023-03-20,1260
ML01701,P0039,Plumbing,2024-06-26,4642
ML01702,P0036,Electrical,2024-03-26,1425
ML01703,P0164,Structural,2022-10-29,1800
ML01704,P0471,Structural,2023-11-12,4815
ML01705,P0294,Electrical,2024-02-02,862
ML01706,P0490,Electrical,2023-01-28,2377
ML01707,P0186,Plumbing,2023-08-08,479
ML01708,P0423,Plumbing,2024-05-03,1526
ML01709,P0028,Electrical,2024-01-21,3071
ML01710,P0210,Structural,2024-10-21,831
ML01711,P0423,Structural,2023-09-22,1281
ML01712,P0338,Electrical,2024-05-31,215
ML01713,P0243,Cleaning,2023-05-09,2540
ML01714,P0365,Structural,2024-03-01,3788
ML01715,P0340,Plumbing,2023-06-11,961
ML01716,P0483,Plumbing,2024-01-24,4349
ML01717,P0469,Structural,2023-06-16,4261
ML01718,P0065,Structural,2023-05-11,4547
ML01719,P0409,Electrical,2023-11-29,4959
ML01720,P0432,Electrical,2023-01-15,831
ML01721,P0088,Electrical,2024-05-28,4752
ML01722,P0283,Cleaning,2023-05-16,4548
ML01723,P0444,Electrical,2023-06-07,1064
ML01724,P0485,Electrical,2023-01-14,2918
ML01725,P0202,Plumbing,2023-06-20,4719
ML01726,P0093,Cleaning,2023-07-27,1581
ML01727,P0042,Structural,2024-07-04,2158
ML01728,P0494,Cleaning,2024-03-09,1010
ML01729,P0235,Cleaning,2022-11-27,2528
ML01730,P0255,Electrical,2022-11-04,2860
ML01731,P0251,Electrical,2024-06-03,1638
ML01732,P0428,Structural,2023-05-19,4737
ML01733,P0262,Plumbing,2022-12-19,2644
ML01734,P0264,Plumbing,2023-09-22,2633
ML01735,P0422,Electrical,2023-02-22,1235
ML01736,P0144,Plumbing,2024-03-23,1643
ML01737,P0154,Structural,2022-12-10,2384
ML01738,P0492,Electrical,2023-12-07,1561
